プラント	保管場所	品目コード	品目テキスト	指図番号	指図タイプ	MRP管理者	指図数量	実績数量	累計数量	残数量	入力日時	計画終了日	WBS要素	受注伝票番号	受注明細番号
P100	1122	P0A326100	PK-3261B  PK-3260 ﾎｶ  SUB	50119749	ZP11	PC1	12	12	12	0	2025/07/02 08:58	20250612		0000000000	000000
P100	1120	P00A0795101	IK-7951 U01 制御PCB	50119798	ZP11	PC1	10	9	9	1	2025/07/02 09:10	20250626		0000000000	000000
P100	1120	PZZA0626702	IK-6267 U02 CM100DUS-12F	50119735	ZP11	PC1	3	3	3	0	2025/07/02 09:11	20250619		0000000000	000000
P100	1120	P00A0794400	IK-7944 ﾌｨﾙﾀｺﾝPCB	50119794	ZP11	PC1	10	10	10	0	2025/07/02 09:11	20250626		0000000000	000000
P100	1120	P00A0794600	IK-7946 CHOPﾄﾞﾗｲﾌﾞPCB	50119796	ZP11	PC1	20	20	20	0	2025/07/02 09:12	20250626		0000000000	000000
P100	1120	P0A328905	IK-3289A S05 DC300V	50119902	ZP11	PC1	4	4	4	0	2025/07/02 09:12	20250626		0000000000	000000
P100	1120	P00A0794300	IK-7943 ｲﾝﾊﾞｰﾀPCB	50119793	ZP11	PC1	10	10	10	0	2025/07/02 09:13	20250626		0000000000	000000
P100	1120	970106076	IK-607F S06(F) PZA009900	50119923	ZP11	PC1	1	1	1	0	2025/07/02 09:17	20250625		0000000000	000000
P100	1120	P00A0808900	GK-8089 PCB	50119658	ZP11	PC1	1	1	1	0	2025/07/02 09:17	20250626		0000000000	000000
P100	1120	P00A0794700	IK-7947 INVﾄﾞﾗｲﾌﾞPCB	50119797	ZP11	PC1	10	10	10	0	2025/07/02 09:18	20250626		0000000000	000000
P100	1120	P00A0801001	IK-8010 U01 ﾁｮｯﾊﾟPCB	50119800	ZP11	PC1	10	10	10	0	2025/07/02 09:18	20250626		0000000000	000000
P100	1120	P00A0801000	IK-8010 ﾁｮｯﾊﾟPCB	50119799	ZP11	PC1	10	10	10	0	2025/07/02 09:19	20250626		0000000000	000000
P100	1120	P0A464806	GK-4648AS06 0-60MV/4-20MA	50118824	ZP11	PC1	3	3	3	0	2025/07/02 09:20	20250708		0000000000	000000
P100	1120	P0A464803	GK-4648AS03   0-60MV/0-5V	50119187	ZP11	PC1	3	3	3	0	2025/07/02 09:20	20250722		0000000000	000000
P100	1120	P0A326000	PK-3260    KSM-575 ｼﾞﾚｲ	50119823	ZP11	PC1	3	3	3	0	2025/07/02 09:21	20250703		0000000000	000000
P100	1120	P0A501300	GK-5013 ﾊﾟﾙｽﾄﾗﾝｽ	50119819	ZP11	PC1	4	4	4	0	2025/07/02 09:22	20250703		0000000000	000000
P100	1120	PZZA0474108	IK-4741 U08 DIODE	50119769	ZP11	PC1	3	3	3	0	2025/07/02 09:22	20250626		0000000000	000000
P100	1120	P0A460532	GK-4605 S32	50119820	ZP11	PC1	2	2	2	0	2025/07/02 09:23	20250703		0000000000	000000
P100	1210	J00A5621500	アームステー取付金具	10133302	ZP10	CC0	10	10	10	0	2025/07/02 10:01	20250627		0000000000	000000
P100	1210	E5A099800	FIN ME23B*145	10133148	ZP10	CE0	20	20	20	0	2025/07/02 10:13	20250707		0000000000	000000
P100	1210	E4A838600	FIN ME35*145	10133147	ZP10	CE0	10	10	10	0	2025/07/02 10:14	20250702		0000000000	000000
P100	1210	E00A5499100	基板配線板　材C1100	10133290	ZP10	CF0	5	5	5	0	2025/07/02 10:47	20250709		0000000000	000000
P100	1210	E00A3823200	端子	10133269	ZP10	CF0	10	10	10	0	2025/07/02 10:48	20250722		0000000000	000000
P100	1210	E00A5606100	ﾌﾞｽﾊﾞｰ構成表 MRT-10010C	10133305	ZP10	CF0	4	4	4	0	2025/07/02 11:00	20250710		0000000000	000000
P100	1210	E00A5606100	ﾌﾞｽﾊﾞｰ構成表 MRT-10010C	10133332	ZP10	CF0	5	5	5	0	2025/07/02 11:01	20250711		0000000000	000000
P100	1210	E00A5607900	ﾌﾞｽﾊﾞｰ構成表 MRT-15005C	10133309	ZP10	CF0	5	5	5	0	2025/07/02 11:02	20250710		0000000000	000000
P100	1210	E00A5605700	ﾌﾞｽﾊﾞ構成MRT-10015/15010C	10133331	ZP10	CF0	5	5	5	0	2025/07/02 11:02	20250711		0000000000	000000
P100	1210	E00A5607900	ﾌﾞｽﾊﾞｰ構成表 MRT-15005C	10133329	ZP10	CF0	1	1	1	0	2025/07/02 11:03	20250711		0000000000	000000
P100	1210	ECA889000	ﾋｰﾄｼﾝｸ	10132844	ZP10	CE0	30	30	30	0	2025/07/02 11:19	20250704		0000000000	000000
P100	1210	ECA889000	ﾋｰﾄｼﾝｸ	10132843	ZP10	CE0	20	20	20	0	2025/07/02 11:19	20250703		0000000000	000000
P100	1120	P0A559706	WK-5597A U06 LINK J 02	50119379	ZP11	PC4	110	110	110	0	2025/07/02 11:40	20250729		0000000000	000000
P100	1122	PZZA0336208	WK-3362B U08 REACH SUB	50119674	ZP11	PC1	16	16	16	0	2025/07/02 11:47	20250612		0000000000	000000
P100	1120	P0A515712	WK-5157B U12 (J) CONTROL	50119774	ZP11	PC1	40	32	32	8	2025/07/02 12:13	20250729		0000000000	000000
P100	1120	P0A460515	GK-4605 S15	50119772	ZP11	PC1	10	7	7	3	2025/07/02 13:16	20250704		0000000000	000000
P100	1120	P00A0779802	EK-7798C U02  UG1 TB1A	50119826	ZP11	PC1	120	96	96	24	2025/07/02 13:31	20250725		0000000000	000000
P100	1122	P00A0797401	IK-7974A S01	50119702	ZP11	PC1	36	36	36	0	2025/07/02 14:02	20250612		0000000000	000000
P100	1122	P00A0797402	IK-7974A U02	50119692	ZP11	PC1	16	16	16	0	2025/07/02 15:01	20250612		0000000000	000000
P100	1120	P00A0808000	GK-8080 PCB	50119811	ZP11	PC1	1	1	1	0	2025/07/02 15:19	20250626		0000000000	000000
P100	1120	PZZA0618435	GK-6184 U35 ISENS	50119786	ZP11	PC1	2	2	2	0	2025/07/02 15:19	20250626		0000000000	000000
P100	1120	P00A0795100	IK-7951 制御PCB	50119533	ZP11	PC1	10	10	10	0	2025/07/02 15:38	20250625		0000000000	000000
P100	1120	P0A549600	PK-5496   KSX PANEL	50119776	ZP11	PC1	50	50	50	0	2025/07/02 16:20	20250626		0000000000	000000
P100	1122	P00A0797401	IK-7974A S01	50119691	ZP11	PC1	32	32	32	0	2025/07/02 16:52	20250612		0000000000	000000
P100	1120	P0A464800	GK-4648A ISOAMP 0-5V/0-5V	50118825	ZP11	PC1	3	3	3	0	2025/07/03 09:02	20250708		0000000000	000000
P100	1210	JFA132800	ｹｰｽｺｳｾｲﾋｮｳ	10133323	ZP10	CC0	1	1	1	0	2025/07/03 09:41	20250703		0000000000	000000
P100	1210	64029197000	PV_LCDﾖｳ ﾎｼﾞﾖﾊ-ﾈｽ	10133209	ZP10	CD0	1	1	1	0	2025/07/03 12:05	20250801		0000000000	000000
P100	1210	64027289800	ﾎｼﾞﾖﾊ-ﾈｽMRS-20002T	10133287	ZP10	CD0	14	14	14	0	2025/07/03 12:05	20250826		0000000000	000000
P100	1120	P0A560600	WK-5606A     2ND_DIODE C3	50119376	ZP11	PC4	102	102	102	0	2025/07/03 13:10	20250729		0000000000	000000
P100	1213	J00A3146000	FCH取付金具	10133171	ZP10	CC0	80	80	80	0	2025/07/03 13:25	20250701		0000000000	000000
P100	1120	PZZA0496107	WK-4961B U07 ROHS(04)MAIN	50119816	ZP11	PC1	14	14	14	0	2025/07/03 13:42	20250714		0000000000	000000
P100	1120	PZZA0525409	PK-5254B U09(07)_Ro_180	50119681	ZP11	PC1	18	18	18	0	2025/07/03 13:54	20250625		0000000000	000000
P100	1120	97K112325	GK-1123 U25 PZA042300 (F)	50119806	ZP11	PC1	1	1	1	0	2025/07/03 13:57	20250627		0000000000	000000
P100	1120	P00A0789006	MK-7890 S06 PR CPU Ro	50119710	ZP11	PC1	4	4	4	0	2025/07/03 14:20	20250620		0000000000	000000
P100	1120	P00A0727602	MK-7276B U02 ﾙｯｸｽ(00) Ro	50119615	ZP11	PC6	100	100	100	0	2025/07/03 14:48	20250704		0000000000	000000
P100	1120	P0A616100	WK-6161B     VOUT DET PCB	50119369	ZP11	PC1	50	50	50	0	2025/07/03 15:34	20250627		0000000000	000000
P100	1120	P00A0751440	IK-7514B U40 BPV500K	50119789	ZP11	PC1	1	1	1	0	2025/07/03 15:45	20250626		0000000000	000000
P100	1120	971030136	GK-1093BT1  ｹ-ｽｲﾘ	50119761	ZP11	PC1	2	2	2	0	2025/07/03 15:57	20250703		0000000000	000000
P100	1210	F2A677500	200A TIG FCH	10132842	ZP10	BB0	30	30	30	0	2025/07/03 16:22	20250704		0000000000	000000
P100	1210	F2A520400	PR 300ADCL	10132773	ZP10	BB0	2	2	2	0	2025/07/03 16:23	20250716		0000000000	000000
P100	1210	024804101	CCﾕﾆﾂﾄNF1A0043B    W0-499	10133106	ZP10	BB0	5	5	5	0	2025/07/03 16:23	20250619		0000000000	000000
P100	1210	024804101	CCﾕﾆﾂﾄNF1A0043B    W0-499	10133107	ZP10	BB0	5	5	5	0	2025/07/03 16:23	20250627		0000000000	000000
P100	1210	F2A304100	KCX-1203E IPL CU	10132878	ZP10	BB0	4	4	4	0	2025/07/03 16:23	20250701		0000000000	000000
P100	1210	F2A572301	M.T(RES.) ROHS	10132740	ZP10	BB0	15	15	15	0	2025/07/03 16:23	20250717		0000000000	000000
P100	1210	F2A677500	200A TIG FCH	10132840	ZP10	BB0	20	20	20	0	2025/07/03 16:24	20250703		0000000000	000000
P100	1210	F2A587200	KCX1203E FCHCU	10132879	ZP10	BB0	4	4	4	0	2025/07/03 16:24	20250701		0000000000	000000
P100	1210	F2A304000	KCX1203E MT CU	10132877	ZP10	BB0	4	4	4	0	2025/07/03 16:24	20250701		0000000000	000000
P100	1120	P0A549600	PK-5496   KSX PANEL	50119676	ZP11	PC1	30	30	30	0	2025/07/03 16:24	20250612		0000000000	000000
P100	1210	F3A240800	FCH   IDKS	10132881	ZP10	BB0	8	8	8	0	2025/07/03 16:24	20250718		0000000000	000000
P100	1210	F2A572601	ｶｯﾌﾟﾘﾝｸﾞ ROHS	10132741	ZP10	BB0	15	15	15	0	2025/07/03 16:25	20250717		0000000000	000000
P100	1210	F00A0812900	MRT-C FCH 15kW(400V)	10133168	ZP10	BB0	15	15	15	0	2025/07/03 16:25	20250710		0000000000	000000
P100	1120	971030139	GK-1123T1  ｹ-ｽｲﾘ(F)	50119762	ZP11	PC1	2	2	2	0	2025/07/03 16:31	20250703		0000000000	000000
P100	1210	F2A572201	M.T(TIG) ROHS	10132739	ZP10	BB0	15	15	15	0	2025/07/04 10:12	20250717		0000000000	000000
P100	1210	E00A4489400	出力端子台接続板	10133335	ZP10	CF0	40	40	40	0	2025/07/04 10:52	20250728		0000000000	000000
P100	1120	P0A460515	GK-4605 S15	50119772	ZP11	PC1	10	3	10	0	2025/07/04 10:59	20250704		0000000000	000000
P100	1210	EDA591900	ﾋｰﾄｼﾝｸ2	10133085	ZP10	CE0	2	2	2	0	2025/07/04 11:09	20250623		0000000000	000000
P100	1210	EDA591800	ﾋｰﾄｼﾝｸ1	10133084	ZP10	CE0	1	1	1	0	2025/07/04 11:09	20250623		0000000000	000000
P100	1210	F2A736200	DCL  NSW21EV3	10133181	ZP10	BB0	5	5	5	0	2025/07/04 11:22	20250723		0000000000	000000
P100	1210	EFA080200	ﾋｰﾄｼﾝｸ	10133015	ZP10	CE0	10	10	10	0	2025/07/04 12:09	20250611		0000000000	000000
P100	1911	A00A1962800	MRT-15020C        STD	10131910	ZP10	B10	5	5	5	0	2025/07/04 13:50	20250722		0000000000	000000
P100	1911	A00A1926300	MRT-10020BY5TX1	40163461	ZPS2	B50	-1	1	1	-2	2025/07/04 13:51	20250703	M-0341071-10	 	 
P100	1210	U00A0192301	80V-300A T1(UNIT)	10132603	ZP10	B50	3	3	3	0	2025/07/04 13:51	20250704		0000000000	000000
P100	1911	A00A2099300	KCA2F7-35-600W	40162094	ZPS2	B50	-1	1	1	-2	2025/07/04 13:52	20250702	M-0338499-10	 	 
P100	1911	A00A1201200	SW-V02    (REACH)	10130794	ZP10	B10	15	15	15	0	2025/07/04 13:52	20250707		0000000000	000000
P100	1910	A00A1311100	KTA2F2-80-300VCT1	10132602	ZP10	B50	3	1	1	2	2025/07/04 13:54	20250709		0000000000	000000
P100	1120	P0A546606	WK-5466E U06(J)200A D/D	50119620	ZP11	PC1	2	2	2	0	2025/07/04 14:07	20250627		0000000000	000000
P100	1120	P0A546604	WK-5466E U04(J)200A D/D	50119775	ZP11	PC1	60	60	60	0	2025/07/04 14:48	20250626		0000000000	000000
P100	1120	P0A597500	WK-5975C CO2/MAG I/F	50119334	ZP11	PC1	55	2	55	0	2025/07/04 15:21	20250612		0000000000	000000
P100	1120	P0A466123	IK-4661B U23 RF 48V	50119657	ZP11	PC1	2	2	2	0	2025/07/04 15:24	20250605		0000000000	000000
P100	1120	P00A0761500	WK-7615A     AC TIG CTRL	50119722	ZP11	PC1	5	5	5	0	2025/07/04 15:35	20250630		0000000000	000000
P100	1122	PZZA0602708	FK-6027 S08 uPC271G2 SOP	50119790	ZP11	PC1	100	100	100	0	2025/07/04 15:56	20250626		0000000000	000000
P100	1122	PZZA0602702	FK-6027 S02 uPC812C SOP	50119933	ZP11	PC1	50	50	50	0	2025/07/04 15:57	20250703		0000000000	000000
P100	1122	PZZA0602702	FK-6027 S02 uPC812C SOP	50119970	ZP11	PC1	100	100	100	0	2025/07/04 15:57	20250703		0000000000	000000
P100	1911	A00A2075300	FVL-100-6 180ｾﾙ 東京製鐵	40160665	ZPS2	C50	-1	1	1	-2	2025/07/04 16:17	20250703	I-0334363-20	 	 
P100	1911	A00A1837500	FVL-300（54ｾﾙ）	40138463	ZPS2	C50	-1	1	1	-2	2025/07/04 16:18	20250708	I-0292419-20	 	 
P100	1120	P0A574600	MK-5746A     RC PANEL	50119889	ZP11	PC1	20	20	20	0	2025/07/04 16:21	20250710		0000000000	000000
P100	1120	P00A0736900	IK-7369 GATE PCB	50119787	ZP11	PC1	2	2	2	0	2025/07/04 16:42	20250626		0000000000	000000
P100	1120	P0A459000	IK-4590    ﾘﾚｰPCB-CVCFﾖｳ	50119891	ZP11	PC1	4	4	4	0	2025/07/04 16:57	20250710		0000000000	000000
P100	1120	PZZA0622802	EK-6228C S02	50119824	ZP11	PC1	2	2	2	0	2025/07/07 09:00	20250703		0000000000	000000
P100	1210	F00A0812800	MRT-C FCH 15kW(200V)	10133184	ZP10	BB0	5	5	5	0	2025/07/07 09:02	20250710		0000000000	000000
P100	1120	P0A336600	WK-3366      SNUBBER	50119764	ZP11	PC5	99	99	99	0	2025/07/07 09:07	20250624		0000000000	000000
P100	1911	A00A2097100	PC-CM400DU12NFH-2P予備	40161654	ZPS2	CX9	-1	1	1	-2	2025/07/07 09:55	20250711	G-0337569-20	 	 
P100	1911	A00A2119200	日産車体九州ｻｲﾘｽﾀｽﾀｯｸ	40164354	ZPS2	C51	-1	1	1	-2	2025/07/07 09:55	20250711	M-0342957-10	 	 
P100	1910	ZSH	引取修理	30031854	ZP31	C40	1	1	1	0	2025/07/07 09:56	20250711		0000336245	000010
P100	1120	P0A559706	WK-5597A U06 LINK J 02	50119888	ZP11	PC4	5	5	5	0	2025/07/07 10:00	20250730		0000000000	000000
P100	1120	P0A611800	WK-6118     CO2 CONNECT	50119385	ZP11	PC5	100	100	100	0	2025/07/07 10:38	20250730		0000000000	000000
P100	1210	J00A3330500	取付金具	10133214	ZP10	CC0	6	6	6	0	2025/07/07 11:22	20250709		0000000000	000000
P100	1210	JDA650200	ﾃﾞﾝﾁｵｻｴｶﾅｸﾞDDC	10133303	ZP10	CC0	15	15	15	0	2025/07/07 11:25	20250707		0000000000	000000
P100	1210	J00B1649900	ｹｰｽ/DDC UNIT/部品取付板	10133326	ZP10	CC0	1	1	1	0	2025/07/07 11:27	20250704		0000000000	000000
P100	1210	J00B1649900	ｹｰｽ/DDC UNIT/部品取付板	10133328	ZP10	CC0	1	1	1	0	2025/07/07 11:29	20250710		0000000000	000000
P100	1210	J00A5980400	ｹｰｽ/DDC UNIT/ｶﾊﾞｰ	10133327	ZP10	CC0	1	1	1	0	2025/07/07 11:31	20250710		0000000000	000000
P100	1210	J00A5980400	ｹｰｽ/DDC UNIT/ｶﾊﾞｰ	10133325	ZP10	CC0	1	1	1	0	2025/07/07 11:33	20250704		0000000000	000000
P100	1120	P0A279804	IK-2798B S04  CM400DY-12H	50119568	ZP11	PC1	60	58	60	0	2025/07/07 11:33	20250613		0000000000	000000
P100	1210	J00A5980400	ｹｰｽ/DDC UNIT/ｶﾊﾞｰ	10133311	ZP10	CC0	1	1	1	0	2025/07/07 11:35	20250704		0000000000	000000
P100	1210	J00B1649900	ｹｰｽ/DDC UNIT/部品取付板	10133312	ZP10	CC0	1	1	1	0	2025/07/07 11:37	20250704		0000000000	000000
P100	1210	E6A726900	FIN 40FB*240	10132883	ZP10	CE0	5	5	5	0	2025/07/07 12:14	20250703		0000000000	000000
P100	1210	64029173800	ﾎｼﾞｮﾊｰﾈｽPC-F167V6F8-PV-A	10133205	ZP10	CD0	15	15	15	0	2025/07/07 13:27	20250728		0000000000	000000
P100	1120	P00A0800900	IK-8009	50119576	ZP11	PC1	40	40	40	0	2025/07/07 13:40	20250710		0000000000	000000
P100	1120	P00A0794200	IK-7942 電解ｺﾝPCB	50119792	ZP11	PC1	10	4	10	0	2025/07/07 14:27	20250626		0000000000	000000
P100	1120	P00A0786000	MK-7860B MRT-PL CPU	50119913	ZP11	PC1	2	2	2	0	2025/07/07 14:30	20250704		0000000000	000000
P100	1120	P0A222805	MK-2228E S05 PHASE CONTRL	50118747	ZP11	PC1	1	1	1	0	2025/07/07 14:33	20250626		0000000000	000000
P100	1120	P0A563001	WK-5630B U01 EAGLE FILTER	50119872	ZP11	PC1	2	2	2	0	2025/07/07 14:37	20250710		0000000000	000000
P100	1120	P0A309431	WK-3094 U31         RELAY	50119868	ZP11	PC1	2	2	2	0	2025/07/07 14:41	20250710		0000000000	000000
P100	1120	P0A309432	WK-3094 U32         RELAY	50119869	ZP11	PC1	2	2	2	0	2025/07/07 14:46	20250710		0000000000	000000
P100	1120	P0A518002	IK-5180  U02 POWER PCB	50119887	ZP11	PC1	10	10	10	0	2025/07/07 15:10	20250710		0000000000	000000
P100	1120	P0A227200	GK-2272A          ｹﾞｰﾄｶｲﾛ	50119567	ZP11	PC1	42	42	42	0	2025/07/07 15:41	20250708		0000000000	000000
P100	1120	P0A245501	MK-2455 S01  THY SNUB PCB	50119686	ZP11	PC1	6	6	6	0	2025/07/07 15:50	20250710		0000000000	000000
P100	1120	P0A245502	MK-2455 S02  THY SNUB PCB	50119855	ZP11	PC1	6	6	6	0	2025/07/07 15:54	20250807		0000000000	000000
P100	1120	PZZA0474108	IK-4741 U08 DIODE	50119931	ZP11	PC1	9	9	9	0	2025/07/07 16:16	20250703		0000000000	000000
P100	1120	PZZA0474110	IK-4741 U10 DIODE	50119765	ZP11	PC1	3	3	3	0	2025/07/07 16:16	20250626		0000000000	000000
P100	1120	PZZA0474110	IK-4741 U10 DIODE	50119924	ZP11	PC1	3	3	3	0	2025/07/07 16:17	20250703		0000000000	000000
P100	1120	P0A515712	WK-5157B U12 (J) CONTROL	50119774	ZP11	PC1	40	6	38	2	2025/07/07 16:36	20250729		0000000000	000000
P100	1910	A00A1311100	KTA2F2-80-300VCT1	10132602	ZP10	B50	3	1	2	1	2025/07/07 17:02	20250709		0000000000	000000
P100	1120	97K102708	YMK-1027S08	50119808	ZP11	PC1	1	1	1	0	2025/07/08 08:59	20250627		0000000000	000000
P100	1911	A00A2002100	KTA4F6-850-1600SVCPR 1000	40154781	ZPS2	C17	-1	1	1	-2	2025/07/08 09:23	20250529	G-0324804-10	 	 
P100	1911	A00A2046300	SFST50TGB	40158533	ZPS2	C27	-1	1	1	-2	2025/07/08 09:23	20250709	I-0330512-10	 	 
P100	1210	971030100	RA1A8434    ﾃﾞﾝｹﾞﾝﾕﾆﾂﾄ	10132824	ZP10	CX9	1	1	1	0	2025/07/08 09:24	20250709		0000000000	000000
P100	1910	A00A0480500	冷却扇 ASSY	10133060	ZP10	B58	3	3	3	0	2025/07/08 13:47	20250722		0000000000	000000
P100	1911	A00A1962600	MRT-15010C        STD	10132552	ZP10	B10	10	10	10	0	2025/07/08 13:48	20250708		0000000000	000000
P100	1910	A00A2006200	UG1-2050FT3 ｽﾗｲﾄﾞ金具付	10132852	ZP10	B10	3	3	3	0	2025/07/08 13:48	20250704		0000000000	000000
P100	1911	A00A2038400	FC-6K-20-S3-03 G1J-OMT3	40161812	ZPS2	B10	-4	1	2	-6	2025/07/08 13:48	20250718	I-0337846-20	 	 
P100	1910	P0A245503	MK-2455 S03  THY SNUB PCB	R340825B	ZP13	B70	4	4	4	0	2025/07/08 13:49	20250704		0000000000	000000
P100	1910	A00A1245300	HKD-10RE CABLE	10131866	ZP10	BX0	10	10	10	0	2025/07/08 13:49	20250714		0000000000	000000
P100	1210	U00A0119303	＆PC3-F150V6F8-L-B	10132564	ZP10	B10	1	1	1	0	2025/07/08 13:49	20250707		0000000000	000000
P100	1911	A00A1962600	MRT-15010C        STD	10132553	ZP10	B10	10	10	10	0	2025/07/08 13:50	20250709		0000000000	000000
P100	1120	P00A0732106	PK-7321A U06(05)62368 CPU	50111042	ZP11	PC1	40	40	40	0	2025/07/08 13:52	20250220		0000000000	000000
P100	1120	P0A326000	PK-3260    KSM-575 ｼﾞﾚｲ	50119894	ZP11	PC1	12	12	12	0	2025/07/08 14:13	20250710		0000000000	000000
P100	1120	P00A0735100	IK-7351 MC駆動,MCBｱﾝｻPCB	50119895	ZP11	PC1	10	10	10	0	2025/07/08 14:32	20250710		0000000000	000000
P100	1120	P00A0716600	WK-7166 ACV DET.	50119870	ZP11	PC1	4	4	4	0	2025/07/08 14:37	20250710		0000000000	000000
P100	1120	P0A569402	WK-5694A S02  DDC-M	50119873	ZP11	PC1	2	2	2	0	2025/07/08 14:46	20250710		0000000000	000000
P100	1120	PZZA0286425	IK-2864BU25 LCD CNTRL NEX	50119731	ZP11	PC1	12	12	12	0	2025/07/08 15:23	20250619		0000000000	000000
P100	1120	P0A293102	MK-2931C S02  MRT CONTROL	50119841	ZP11	PC1	3	3	3	0	2025/07/08 15:46	20250619		0000000000	000000
P100	1120	P00A0736906	IK-7369 U06 GATE PCB	50119726	ZP11	PC1	3	3	3	0	2025/07/08 15:51	20250618		0000000000	000000
P100	1120	97K112325	GK-1123 U25 PZA042300 (F)	50119839	ZP11	PC1	1	1	1	0	2025/07/08 16:03	20250704		0000000000	000000
P100	1120	PZZA0560410	WK-5604A U10 DET 100K	50119662	ZP11	PC1	6	6	6	0	2025/07/08 16:32	20250710		0000000000	000000
P100	1120	P0A460600	GK-4606	50119773	ZP11	PC1	20	20	20	0	2025/07/08 16:40	20250626		0000000000	000000
P100	1210	E00A2413600	KTA2F2-80-300VC ﾌﾞｽﾊﾞ構成	10133272	ZP10	CF0	2	2	2	0	2025/07/08 16:59	20250722		0000000000	000000
P100	1210	E00A2073301	80V-300A(UNIT) ﾌﾞｽﾊﾞｰ構成	10133254	ZP10	CF0	2	2	2	0	2025/07/08 16:59	20250717		0000000000	000000
P100	1210	J00A6112500	ｹｰｽ構成表 MRT-10010C	10133334	ZP10	CC0	5	5	5	0	2025/07/09 09:32	20250724		0000000000	000000
P100	1210	J00A6112500	ｹｰｽ構成表 MRT-10010C	10133306	ZP10	CC0	4	4	4	0	2025/07/09 09:34	20250710		0000000000	000000
P100	1210	JHA086607	80V-300A T1(UNIT) ｹｰｽ構成	10133239	ZP10	CC0	2	2	2	0	2025/07/09 09:46	20250716		0000000000	000000
P100	1210	E00A0910300	ﾌﾞｽﾊﾞｰ構成表	10133396	ZP10	CF0	1	1	1	0	2025/07/09 09:51	20250805		0000000000	000000
P100	1210	E00B0645200	ヒートシンク	10133289	ZP10	CE0	36	36	36	0	2025/07/09 09:55	20250709		0000000000	000000
P100	1213	J00A4188200	均圧板押さえ	10133216	ZP10	CC0	12	12	12	0	2025/07/09 10:07	20250709		0000000000	000000
P100	1210	JDA206701	ｹｰｽｺｳｾｲﾋｮｳ	10133212	ZP10	CC0	5	5	5	0	2025/07/09 10:08	20250709		0000000000	000000
P100	1122	P0A612700	IK-6127A     ROHS GH-017	50119791	ZP11	PC1	12	12	12	0	2025/07/09 10:59	20250626		0000000000	000000
P100	1122	P0A612700	IK-6127A     ROHS GH-017	50119818	ZP11	PC1	12	12	12	0	2025/07/09 10:59	20250626		0000000000	000000
P100	1210	J00A6112700	ｹｰｽ構成表 MRT-15005C	10133310	ZP10	CC0	5	5	5	0	2025/07/09 11:12	20250710		0000000000	000000
P100	1210	J00A6112700	ｹｰｽ構成表 MRT-15005C	10133330	ZP10	CC0	1	1	1	0	2025/07/09 11:13	20250711		0000000000	000000
P100	1120	P0A559400	WK-5594A     TRANS TAP	50119359	ZP11	PC1	50	50	50	0	2025/07/09 11:44	20250606		0000000000	000000
P100	1120	P00A0720300	WK-7203  RELAY I/F2	50119705	ZP11	PC1	16	16	16	0	2025/07/09 12:06	20250625		0000000000	000000
P100	1120	P0A604502	MK-6045  U02 SCR GATE	50119881	ZP11	PC4	6	6	6	0	2025/07/09 13:09	20250730		0000000000	000000
P100	1210	J00A6112300	ｹｰｽ構成 MRT-10015/15010C	10133333	ZP10	CC0	5	5	5	0	2025/07/09 13:11	20250724		0000000000	000000
P100	1911	A00A2027200	FVL-200 24ｾﾙ 監視装置BCW	40157132	ZPS2	C50	-1	1	1	-2	2025/07/09 13:13	20250710	C-0326894-30	 	 
P100	1911	A00A2127800	HKD-1515GU (K)	40164399	ZPS2	B10	-4	4	4	-8	2025/07/09 13:13	20250711	M-0343047-10	 	 
P100	1911	A00A2028400	FVL-200 24ｾﾙ 監視装置BCW	40157134	ZPS2	C50	-1	1	1	-2	2025/07/09 13:14	20250710	C-0326906-30	 	 
P100	1120	PZZA0357142	GK-3571 S42 Q38=CUT	50120074	ZP11	PC1	1	1	1	0	2025/07/09 14:05	20250704		0000000000	000000
P100	1120	PZZA0530204	IK-5302D S04	50119928	ZP11	PC1	8	8	8	0	2025/07/09 14:14	20250703		0000000000	000000
P100	1120	970112800	GK-1280 B	50119821	ZP11	PC1	3	3	3	0	2025/07/09 14:19	20250703		0000000000	000000
P100	1120	970112800	GK-1280 B	50119865	ZP11	PC1	1	1	1	0	2025/07/09 14:24	20250710		0000000000	000000
P100	1120	P0A478001	CK4780S01 DC NOISE FILTER	50119890	ZP11	PC1	18	18	18	0	2025/07/09 14:42	20250710		0000000000	000000
P100	1120	P0A280100	IK-2801  IGBTUPSCN BOARD	50119878	ZP11	PC1	2	2	2	0	2025/07/09 15:02	20250710		0000000000	000000
P100	1120	P00A0636000	GK-6360A OPT GPG(RF DDC)	50119934	ZP11	PC1	6	6	6	0	2025/07/09 15:07	20250710		0000000000	000000
P100	1120	P00A0719317	IK-7193E S17 LCD制御PCB	50119886	ZP11	PC1	10	10	10	0	2025/07/09 15:31	20250710		0000000000	000000
P100	1120	P00A0794500	IK-7945 出力PCB	50119795	ZP11	PC1	10	3	10	0	2025/07/09 15:39	20250626		0000000000	000000
P100	1120	P0A367300	IK-3673    DCS PCB	50119892	ZP11	PC1	30	30	30	0	2025/07/09 16:12	20250710		0000000000	000000
P100	1120	P0A461100	GK-4611	50119822	ZP11	PC1	5	5	5	0	2025/07/09 16:38	20250703		0000000000	000000
P100	1120	PZZA0595202	WK-5952B U02 TSI CTL	50119871	ZP11	PC1	2	2	2	0	2025/07/10 08:57	20250710		0000000000	000000
